@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute exclamation_marks numeric
@attribute question_marks numeric
@attribute dot_marks numeric
@attribute word_count numeric
@attribute happy_emoji numeric
@attribute angry_emoji numeric
@attribute dcs_list_score numeric
@attribute positive_list numeric
@attribute negative_list numeric
@attribute posemo_list numeric
@attribute negemo_list numeric
@data
neutral,4,0,4,21,0,0,-0.60,1,3,1,1
neutral,2,0,4,24,0,0,-1.48,0,1,0,0
neutral,0,0,2,20,0,0,0.41,1,0,1,1
positive,4,0,2,25,0,0,-2.00,0,0,0,0
positive,0,0,2,29,0,0,-0.89,5,3,2,2
positive,0,0,3,15,0,0,-0.75,2,1,2,2
objective,0,0,0,17,0,0,-1.61,2,1,0,0
positive,0,2,0,19,0,0,0.06,1,0,1,1
negative,0,0,0,12,0,0,0.76,3,1,0,0
positive,0,0,0,10,0,0,0.39,1,0,1,1
objective,0,0,5,25,0,0,-2.30,2,2,0,0
positive,0,0,3,26,0,0,1.05,3,0,5,5
negative,1,0,1,18,0,0,-0.26,0,1,0,0
positive,1,0,1,20,0,0,-1.60,0,0,1,1
neutral,4,0,1,25,0,0,-1.32,2,0,2,2
positive,0,0,2,27,0,0,-3.54,1,1,2,2
positive,0,1,4,27,0,0,-0.90,0,1,2,2
negative,0,1,4,23,0,0,-0.48,1,2,1,1
neutral,0,0,0,24,0,0,-2.07,2,1,1,1
negative,1,0,0,4,0,0,0.00,1,0,0,0
positive,1,0,1,24,0,0,-2.00,0,0,0,0
positive,6,0,0,16,0,0,-0.62,1,0,1,1
negative,0,0,2,22,0,0,0.66,1,0,0,0
positive,0,0,8,21,0,0,-0.69,2,1,0,0
negative,0,0,0,21,0,0,-0.30,0,1,0,0
positive,2,0,1,25,0,0,-0.65,1,1,1,1
negative,0,0,2,23,0,0,-0.74,1,2,0,0
neutral,1,1,0,7,0,0,-0.33,0,0,0,0
objective,0,0,4,23,0,0,-1.61,0,1,0,0
neutral,0,0,7,31,0,0,-1.65,1,1,1,1
positive,9,0,0,7,0,0,0.30,0,1,0,0
positive,1,1,1,20,0,0,-0.34,1,2,3,3
neutral,0,0,2,10,0,0,-0.08,0,0,1,1
objective,1,0,2,29,0,0,-1.41,0,0,0,0
objective,0,0,1,25,0,0,-0.42,0,1,1,1
positive,0,0,0,19,0,0,-0.55,1,0,1,1
objective,0,3,0,20,0,0,-0.02,2,1,0,0
objective,0,0,7,21,0,0,-1.10,1,1,0,0
neutral,0,0,2,23,0,0,-1.02,2,0,1,1
positive,0,0,8,27,0,0,-1.25,3,1,2,2
negative,0,0,1,26,0,0,-0.41,1,0,1,1
positive,0,0,4,23,0,0,-0.62,1,2,0,0
negative,0,0,3,23,0,0,0.01,2,0,1,1
positive,1,0,1,16,0,0,-0.57,0,0,1,1
neutral,0,0,3,26,0,0,-2.19,2,2,1,1
positive,1,0,3,34,0,0,1.26,2,1,3,3
neutral,2,0,3,30,0,0,-1.35,2,1,0,0
positive,0,0,7,22,0,0,-0.27,2,1,1,1
negative,0,0,0,26,0,0,-1.73,2,0,1,1
positive,4,0,0,28,0,0,-1.50,1,1,0,0
objective,1,0,4,24,0,0,-0.78,1,0,0,0
positive,0,0,0,13,1,0,0.06,0,1,1,1
neutral,0,0,0,16,0,0,-0.51,1,0,1,1
positive,1,0,1,22,0,0,-1.20,2,0,1,1
objective,0,0,4,24,0,0,-0.33,0,0,0,0
negative,3,0,0,21,0,0,-0.28,2,1,0,0
positive,0,0,1,17,0,0,0.75,1,0,0,0
positive,2,0,1,25,0,0,-2.56,1,0,1,1
neutral,0,0,3,29,0,0,-1.59,3,3,0,0
positive,0,0,0,8,0,0,-0.00,0,3,1,1
positive,0,0,0,20,2,0,-0.58,1,1,0,0
positive,0,1,0,26,1,0,-0.67,0,1,0,0
neutral,2,0,0,20,0,0,-0.60,1,1,0,0
positive,0,0,1,18,0,0,-1.49,1,1,0,0
negative,0,0,2,25,0,0,-0.88,4,2,2,2
objective,1,0,1,18,0,0,-0.33,0,0,0,0
positive,1,0,0,14,0,0,-0.32,0,1,1,1
negative,0,0,6,26,0,0,-1.26,1,2,0,0
neutral,0,0,1,15,0,0,-0.79,0,0,0,0
positive,0,0,2,19,0,0,-0.66,2,1,2,2
positive,0,0,4,23,0,0,-0.09,0,1,0,0
positive,0,0,2,26,0,0,-3.06,1,2,1,1
positive,1,0,0,23,0,0,-0.68,2,1,2,2
objective,2,1,7,30,0,0,-2.12,1,0,2,2
neutral,0,0,2,22,0,0,-1.79,0,0,1,1
objective,0,0,2,20,0,0,-0.97,0,0,0,0
positive,2,0,5,22,0,0,0.59,2,0,3,3
positive,0,0,0,19,1,0,-0.34,2,2,1,1
neutral,0,1,4,24,0,0,-0.81,4,0,3,3
neutral,1,0,0,26,0,0,-0.67,2,0,2,2
positive,0,0,0,22,0,0,-1.14,2,1,1,1
positive,0,0,3,22,1,0,0.05,2,0,1,1
objective,0,1,0,21,0,0,-0.64,1,1,0,0
positive,0,0,3,19,0,0,-1.86,2,3,0,0
neutral,0,0,0,5,0,0,0.13,0,0,0,0
objective,0,0,4,21,0,0,-0.87,1,1,0,0
negative,0,0,4,28,0,0,-0.17,1,1,1,1
negative,0,0,3,19,0,0,-0.71,2,4,0,0
negative,1,0,1,24,0,0,-0.60,4,0,3,3
positive,1,0,4,24,0,0,-1.31,1,1,2,2
neutral,0,1,0,9,0,0,-0.20,0,0,0,0
positive,0,0,4,13,0,0,-0.67,0,0,1,1
negative,0,0,1,23,0,0,-2.42,0,1,0,0
objective,0,0,4,17,0,0,-0.30,2,1,1,1
positive,0,0,3,20,0,0,-0.11,1,1,1,1
negative,0,0,1,20,0,0,1.08,0,2,0,0
positive,3,0,0,14,1,0,-0.78,2,2,0,0
neutral,0,0,0,22,0,0,-1.95,1,0,0,0
positive,2,0,2,14,0,0,-0.28,0,0,0,0
neutral,0,0,0,26,0,0,-1.18,1,3,0,0
positive,2,0,1,27,0,0,0.27,2,1,2,2
objective,0,0,0,9,0,0,-0.06,0,0,0,0
neutral,2,0,0,13,0,0,0.09,1,0,0,0
neutral,0,0,7,37,0,0,-0.85,1,1,0,0
positive,1,0,2,24,0,0,-2.95,3,1,3,3
neutral,0,1,2,23,0,0,-0.25,0,1,0,0
positive,1,0,1,19,0,0,-1.24,1,1,1,1
neutral,1,0,2,30,0,0,-1.25,0,3,0,0
objective,0,0,5,15,0,0,0.62,0,0,0,0
positive,0,0,1,27,1,0,-1.60,2,0,1,1
positive,0,0,1,15,0,0,-0.02,1,1,2,2
positive,2,0,0,12,1,0,-0.40,0,1,0,0
positive,1,1,2,26,0,0,-1.18,1,1,1,1
positive,1,0,2,22,0,0,-1.72,4,3,0,0
neutral,0,0,2,29,0,0,-2.33,0,0,0,0
positive,0,0,0,19,0,0,-1.06,0,1,0,0
positive,0,0,2,31,0,0,0.43,1,0,1,1
neutral,1,0,3,23,0,0,-0.90,0,1,0,0
negative,0,0,4,21,0,0,-0.86,1,1,0,0
positive,0,1,3,22,0,0,0.16,1,2,0,0
neutral,0,0,3,21,0,0,-2.10,3,1,1,1
positive,0,0,1,24,1,0,-0.11,3,1,1,1
positive,0,0,1,25,0,0,-0.01,2,1,1,1
positive,3,0,0,10,0,0,0.30,1,0,3,3
negative,0,0,1,17,0,0,0.03,1,1,1,1
neutral,1,1,0,20,0,0,-0.68,0,1,0,0
negative,0,0,2,10,0,0,0.33,0,0,0,0
positive,0,0,1,15,0,0,-0.60,3,2,2,2
neutral,0,0,3,21,0,0,-1.34,3,1,0,0
positive,3,0,4,23,0,0,-0.38,2,2,1,1
objective,0,0,4,23,0,0,-0.62,1,2,0,0
objective,0,0,5,28,0,0,-1.87,4,4,0,0
negative,0,0,1,29,0,0,0.41,2,1,1,1
negative,0,0,2,24,0,0,0.33,1,2,1,1
positive,3,0,6,16,1,0,-0.07,3,2,1,1
negative,1,0,0,29,0,0,-1.40,1,0,1,1
negative,0,0,0,13,0,0,-0.62,2,0,0,0
objective,0,0,2,24,0,0,-1.34,3,0,0,0
positive,4,0,0,23,0,0,-2.82,1,1,0,0
negative,0,0,3,22,0,0,-1.87,4,1,1,1
neutral,1,0,2,22,0,0,0.64,2,0,0,0
positive,0,1,1,25,0,0,-0.54,1,0,1,1
neutral,1,0,3,24,0,0,-0.12,2,3,1,1
negative,1,1,2,26,0,0,-1.68,0,1,0,0
objective,0,0,6,24,0,0,-0.61,0,0,0,0
positive,0,0,3,17,1,0,0.62,5,3,2,2
positive,0,0,0,10,0,0,-0.65,0,0,1,1
objective,0,0,4,24,0,0,-0.56,2,2,0,0
negative,0,1,1,21,0,0,0.39,0,1,0,0
positive,0,1,6,29,0,0,-0.18,2,2,2,2
negative,0,0,3,21,0,0,-0.92,0,0,0,0
positive,0,0,2,20,0,0,-1.46,1,0,1,1
positive,0,0,1,27,0,0,1.09,2,4,2,2
neutral,0,0,0,13,0,0,-0.59,0,0,0,0
negative,0,0,0,20,0,0,-0.30,1,1,0,0
objective,0,0,2,27,0,0,-0.20,2,0,1,1
positive,0,0,2,26,0,0,-0.44,2,0,1,1
negative,1,0,0,18,0,0,-0.71,1,0,1,1
neutral,1,0,1,29,0,0,-1.56,1,2,1,1
positive,6,0,0,28,0,0,-0.96,1,1,0,0
positive,1,0,0,20,1,0,-2.00,2,2,0,0
positive,3,0,0,3,0,0,0.00,0,1,0,0
positive,0,0,1,11,1,0,-0.43,2,0,2,2
neutral,0,0,1,14,0,0,-1.19,1,1,0,0
positive,0,0,2,16,0,0,-1.78,1,2,0,0
positive,0,0,0,21,0,0,-0.23,4,1,0,0
negative,1,0,2,18,0,0,-0.87,0,0,0,0
positive,3,0,0,15,0,0,-1.31,0,2,1,1
objective,0,0,0,16,0,0,-0.72,0,0,0,0
positive,1,3,0,16,1,0,-1.27,0,1,0,0
positive,7,0,2,24,0,0,-0.85,3,2,1,1
objective,0,0,0,20,0,0,-1.62,1,0,0,0
positive,1,0,5,25,0,0,-1.64,2,1,1,1
positive,1,0,1,15,0,0,-0.04,1,0,1,1
positive,0,0,1,24,1,0,-0.90,2,0,0,0
objective,0,0,2,23,0,0,-0.37,1,0,0,0
negative,0,0,2,27,0,0,-0.88,1,2,0,0
negative,0,0,5,35,0,0,-0.44,1,2,0,0
neutral,0,0,0,15,0,0,-1.03,1,2,0,0
negative,1,1,1,29,0,0,-1.11,1,1,2,2
positive,0,0,0,22,1,0,0.24,1,0,1,1
neutral,0,0,3,3,0,0,0.00,0,0,0,0
negative,0,0,1,17,0,0,-0.67,1,2,1,1
neutral,0,0,1,22,0,0,-1.15,0,0,1,1
neutral,0,0,4,30,0,0,0.14,4,3,1,1
positive,0,0,0,12,0,0,0.89,0,1,1,1
objective,0,0,0,16,0,0,-0.27,3,2,1,1
negative,0,1,2,30,0,0,-2.20,0,2,0,0
objective,0,0,1,21,0,0,-0.10,2,2,1,1
positive,0,0,5,37,0,0,-1.78,2,0,2,2
negative,1,0,1,26,0,0,-0.78,1,3,0,0
negative,0,0,2,31,0,0,-1.84,1,2,1,1
positive,2,0,0,20,0,0,-0.57,2,1,1,1
negative,0,0,0,25,0,0,-0.83,2,2,1,1
positive,2,0,0,20,0,0,-0.02,1,0,2,2
objective,0,0,6,9,0,0,-0.36,0,0,0,0
objective,1,0,1,17,0,0,-1.00,0,0,0,0
positive,3,0,1,16,0,0,-0.33,1,0,0,0
negative,1,0,0,19,0,0,-0.88,3,1,1,1
neutral,2,0,0,16,0,0,-1.11,1,0,2,2
positive,0,0,3,16,0,0,0.07,2,0,1,1
objective,0,0,1,27,0,0,-1.46,1,1,1,1
positive,2,1,1,30,0,0,-1.35,3,3,4,4
positive,0,1,2,19,0,0,-0.84,1,1,0,0
neutral,0,1,1,11,0,0,-0.92,1,1,0,0
positive,2,0,0,26,0,0,-1.31,1,2,0,0
positive,1,0,1,26,0,0,0.12,2,1,1,1
positive,2,0,3,21,0,0,-1.76,2,1,0,0
negative,0,0,1,13,0,0,0.07,0,0,0,0
objective,0,0,0,14,0,0,-1.74,0,0,0,0
positive,0,1,1,17,0,0,-1.40,0,0,0,0
negative,0,0,0,21,0,0,-2.08,0,2,0,0
negative,0,4,1,20,0,0,0.33,2,2,1,1
neutral,1,0,1,23,0,0,-0.98,1,2,1,1
negative,0,0,0,17,0,0,-0.27,2,1,0,0
objective,0,0,2,27,0,0,-1.89,1,0,0,0
neutral,0,1,6,21,0,0,-0.59,0,0,2,2
positive,4,0,0,12,0,0,-0.37,0,0,0,0
objective,0,0,4,22,0,0,0.01,3,0,2,2
positive,0,0,0,15,0,0,0.95,1,0,2,2
positive,3,0,0,7,0,0,0.03,1,0,3,3
neutral,1,0,1,27,0,0,-1.51,0,1,0,0
positive,0,0,2,28,0,0,-1.51,0,0,1,1
positive,0,3,0,11,0,0,-0.33,1,0,1,1
positive,0,0,0,14,1,0,-0.61,1,1,1,1
positive,2,0,4,19,0,0,-1.92,1,2,1,1
positive,0,0,3,22,0,0,-0.65,2,0,2,2
objective,0,0,1,30,0,0,-2.33,1,3,1,1
positive,2,0,0,22,0,0,-1.28,1,1,1,1
negative,0,0,5,22,0,0,-0.24,3,1,1,1
objective,0,0,2,26,0,0,-1.93,4,2,0,0
positive,1,0,0,24,0,0,-1.56,2,0,3,3
neutral,0,0,2,24,0,0,-1.54,1,1,1,1
neutral,1,0,5,24,0,0,-1.09,5,3,0,0
neutral,1,1,0,23,0,0,-0.08,1,1,1,1
positive,0,1,4,24,1,0,-1.22,1,1,1,1
objective,0,0,0,20,0,0,-0.71,2,1,0,0
objective,0,0,2,26,0,0,-1.49,0,0,1,1
positive,1,0,3,26,0,0,-0.80,2,1,0,0
objective,0,0,4,23,0,0,-1.55,0,0,0,0
positive,0,0,0,10,1,0,-0.54,3,0,2,2
neutral,0,1,6,20,0,0,-0.70,0,1,0,0
positive,1,0,1,19,0,0,-0.84,0,0,1,1
negative,0,0,3,11,0,0,0.37,1,0,2,2
positive,1,0,1,19,0,0,-0.81,3,2,1,1
negative,0,0,3,28,0,0,-0.95,1,0,2,2
neutral,0,2,0,8,0,0,-0.01,1,0,1,1
positive,0,0,2,16,0,0,-0.80,1,1,1,1
neutral,0,0,1,31,0,0,0.03,2,0,2,2
objective,0,0,4,22,0,0,-0.29,2,1,0,0
positive,0,0,4,27,0,0,0.47,3,2,2,2
objective,0,0,4,25,0,0,-1.35,1,2,1,1
negative,2,0,0,9,1,0,-0.95,0,0,0,0
objective,0,0,1,13,0,0,-1.35,0,0,0,0
positive,1,0,4,25,0,0,-1.24,4,1,3,3
negative,0,4,1,20,0,0,-0.77,2,2,2,2
positive,0,0,2,18,0,0,-0.56,2,1,1,1
neutral,0,0,1,17,0,0,-1.33,1,0,0,0
positive,0,0,0,18,0,0,-0.45,0,0,0,0
neutral,0,0,1,23,0,0,-0.89,1,0,2,2
positive,0,0,6,25,0,0,-2.60,0,1,2,2
negative,0,0,4,24,0,0,-1.01,1,2,0,0
positive,0,0,1,15,0,0,-0.31,2,0,2,2
neutral,0,1,1,22,0,0,0.29,1,1,2,2
objective,0,0,0,21,0,0,-0.43,0,0,0,0
positive,0,0,2,17,0,0,-1.22,1,1,1,1
neutral,3,0,1,27,0,0,-2.29,2,3,1,1
negative,0,0,0,3,0,0,0.22,1,0,0,0
positive,1,0,0,18,0,0,-1.30,2,0,2,2
positive,0,0,1,12,0,0,0.32,0,2,0,0
neutral,1,1,0,12,0,0,-0.98,0,0,0,0
positive,0,0,1,24,0,0,-1.40,2,2,2,2
neutral,0,1,2,18,0,0,-0.35,3,5,1,1
positive,0,0,1,24,0,0,0.17,2,1,1,1
positive,0,0,4,22,0,0,-0.45,2,0,0,0
objective,0,0,3,26,0,0,-2.28,0,0,1,1
neutral,0,0,2,28,0,0,-1.83,1,0,1,1
negative,0,0,4,22,0,0,-0.56,0,3,0,0
positive,4,0,0,18,0,0,-1.12,3,1,1,1
neutral,0,0,2,24,0,0,-1.59,0,0,1,1
neutral,0,0,1,23,0,0,-1.02,2,0,0,0
objective,0,0,0,18,0,0,-0.33,2,2,0,0
objective,0,0,0,7,0,0,-0.39,0,0,0,0
positive,1,0,3,22,1,0,0.41,2,0,3,3
positive,0,0,2,22,0,0,-0.42,1,0,1,1
positive,0,0,0,18,1,0,-0.37,1,0,0,0
negative,4,0,0,26,0,0,-0.42,0,2,0,0
positive,0,0,7,27,0,0,-1.32,1,1,1,1
neutral,0,0,4,17,0,0,-1.92,0,3,2,2
negative,0,0,2,30,0,0,-2.63,3,3,0,0
positive,0,0,4,24,0,0,-0.32,2,2,2,2
objective,0,0,4,20,0,0,-0.33,0,1,0,0
positive,0,0,0,23,0,0,-0.81,1,0,1,1
neutral,0,0,2,25,0,0,-1.57,2,0,2,2
negative,0,0,0,22,0,0,0.70,0,1,0,0
positive,1,1,0,12,0,0,-0.00,1,0,1,1
objective,0,0,1,15,0,0,-1.17,0,0,1,1
positive,0,0,4,24,0,0,0.27,2,1,1,1
neutral,0,0,0,11,0,0,-0.68,0,0,0,0
positive,0,0,0,5,1,0,-0.63,0,0,0,0
positive,3,2,1,30,1,0,-1.48,1,0,1,1
positive,0,0,1,16,0,0,-0.11,1,0,1,1
positive,0,0,3,21,0,0,-0.14,1,0,1,1
neutral,0,0,3,18,0,0,-0.57,1,0,1,1
positive,0,0,1,24,0,0,-0.19,2,1,2,2
objective,0,0,1,17,0,0,-0.66,0,3,0,0
objective,0,0,0,14,0,0,-1.04,0,0,0,0
negative,0,0,0,26,0,0,-1.96,1,1,1,1
neutral,0,1,1,14,0,0,-1.14,0,1,0,0
objective,0,0,1,17,0,0,-1.30,1,0,0,0
neutral,0,0,1,21,0,0,-1.33,0,0,1,1
positive,0,0,0,15,0,0,-0.05,0,1,0,0
objective,0,0,0,8,0,0,-1.18,0,0,0,0
positive,1,2,1,29,0,0,-0.56,2,1,2,2
positive,0,0,0,15,0,0,0.37,1,1,0,0
positive,0,0,6,23,0,0,-0.71,2,1,2,2
positive,0,0,2,15,0,0,0.04,1,0,1,1
positive,3,0,0,20,0,0,-3.28,1,2,1,1
neutral,0,0,1,28,0,0,-3.42,3,2,0,0
positive,2,0,1,21,0,0,-0.33,1,1,0,0
negative,0,0,3,13,0,0,-0.62,1,0,0,0
positive,0,0,1,19,1,0,-1.27,1,0,1,1
positive,0,1,0,16,0,0,0.33,0,0,0,0
positive,1,0,2,16,0,0,-0.44,1,1,2,2
positive,0,2,5,23,0,0,-1.06,0,1,0,0
negative,0,0,0,14,0,0,-0.67,1,1,0,0
objective,0,0,2,10,0,0,-0.26,0,0,0,0
neutral,1,0,4,24,0,0,-2.04,0,0,0,0
positive,0,0,1,18,0,0,-0.06,1,0,2,2
positive,0,0,1,11,0,0,-1.06,0,0,1,1
objective,0,0,6,24,0,0,0.46,3,1,0,0
objective,0,0,0,22,0,0,-2.89,2,3,1,1
positive,0,0,0,9,0,0,-0.33,0,0,0,0
positive,0,0,3,17,0,0,-0.54,3,2,1,1
negative,0,0,1,30,0,0,-2.09,1,1,0,0
negative,0,0,3,27,0,0,-1.45,1,0,1,1
positive,1,0,1,15,1,0,-0.08,1,1,1,1
neutral,1,0,0,23,0,0,-1.14,5,1,1,1
positive,6,0,1,23,0,0,-1.38,2,0,3,3
positive,0,0,2,22,0,0,-1.50,1,0,2,2
positive,0,0,1,29,0,0,-2.56,3,1,2,2
positive,0,0,3,20,1,0,-0.68,3,0,1,1
positive,0,0,2,25,0,0,-0.65,2,2,0,0
positive,0,0,3,34,0,0,-1.57,3,1,0,0
positive,0,1,11,9,0,0,-0.99,0,0,0,0
objective,1,0,0,14,0,0,-0.43,1,0,1,1
positive,5,0,0,26,0,0,-0.59,1,2,2,2
negative,0,0,2,28,1,0,-1.85,3,1,1,1
neutral,0,0,4,23,0,0,-1.14,2,1,2,2
positive,0,0,1,27,0,0,0.42,2,1,1,1
neutral,0,0,2,15,0,0,-1.09,3,1,1,1
negative,0,0,4,24,0,0,-0.04,3,2,2,2
negative,0,1,2,27,0,0,-0.71,2,4,0,0
neutral,0,1,1,22,0,0,-1.33,0,0,2,2
positive,2,0,0,24,0,0,-1.54,2,1,1,1
positive,2,0,0,12,0,0,1.00,1,0,2,2
negative,0,0,6,21,0,0,1.59,0,2,0,0
negative,0,0,2,18,0,0,-1.16,2,0,1,1
negative,0,0,0,3,0,0,-0.72,0,1,0,0
positive,0,0,0,15,0,0,-0.96,1,1,2,2
objective,0,0,4,23,0,0,-1.32,2,1,1,1
neutral,3,0,0,19,0,0,-0.68,1,1,1,1
positive,0,0,3,16,0,0,-0.34,0,1,0,0
positive,0,0,1,16,0,0,0.24,3,1,2,2
positive,0,1,2,22,0,0,-0.99,2,1,1,1
positive,2,0,1,21,0,0,-1.67,1,2,0,0
positive,2,0,0,13,0,0,0.02,2,1,1,1
negative,1,1,0,23,0,0,-1.36,2,1,1,1
positive,1,0,1,14,0,0,-1.10,1,0,0,0
neutral,0,0,10,17,0,0,-0.37,1,0,0,0
negative,0,0,2,10,0,0,0.25,0,0,0,0
objective,0,0,0,7,0,0,-0.67,1,1,0,0
negative,0,0,6,24,0,0,-1.05,1,1,2,2
objective,0,0,5,25,0,0,-1.09,0,1,0,0
negative,0,0,3,23,0,0,-1.29,0,1,1,1
positive,0,0,0,26,0,0,-1.59,3,0,3,3
negative,0,0,2,26,0,0,-1.94,1,1,0,0
positive,0,1,0,19,0,0,-0.08,3,1,1,1
positive,1,0,0,20,0,0,-0.48,4,1,2,2
negative,1,0,4,28,0,0,-0.06,1,2,2,2
positive,0,0,0,16,1,0,1.53,7,0,6,6
objective,1,0,4,22,0,0,-1.81,2,2,1,1
positive,2,0,0,11,0,0,-0.36,3,1,3,3
neutral,0,0,4,23,0,0,-0.48,0,0,0,0
positive,0,1,4,25,0,0,-0.66,0,0,0,0
neutral,0,0,6,23,0,0,0.02,3,1,0,0
negative,0,0,2,29,0,0,-3.47,2,0,0,0
positive,0,0,2,26,0,0,-2.26,2,1,0,0
positive,1,0,5,21,0,0,-1.21,2,1,2,2
neutral,0,0,1,20,0,0,-1.33,1,2,0,0
positive,0,0,3,26,0,0,-1.61,3,1,4,4
neutral,0,0,1,24,0,0,-2.02,2,1,1,1
positive,0,1,3,19,0,0,0.53,2,1,1,1
objective,0,0,0,10,0,0,-1.23,1,1,0,0
neutral,1,0,1,21,0,0,0.19,1,0,1,1
neutral,1,0,1,22,0,0,-1.00,1,1,0,0
objective,0,0,1,6,0,0,0.33,1,0,0,0
neutral,0,0,0,6,0,0,0.00,0,1,0,0
negative,0,0,4,20,0,0,0.30,0,1,0,0
negative,1,0,2,28,0,0,-1.69,1,3,0,0
negative,0,0,1,17,0,0,-1.89,2,2,0,0
objective,0,0,2,26,0,0,-1.40,2,2,0,0
positive,0,0,0,24,0,0,-1.21,3,3,3,3
negative,0,1,1,24,0,0,-2.96,3,2,2,2
positive,0,0,8,18,1,0,-0.34,0,0,1,1
positive,0,0,7,22,0,0,-0.87,1,0,0,0
neutral,0,0,1,12,0,0,0.02,2,1,0,0
positive,0,0,2,17,0,0,-0.83,0,0,1,1
positive,0,0,2,15,0,0,1.22,6,0,5,5
objective,0,0,1,23,0,0,-0.24,3,3,2,2
positive,0,0,2,19,0,0,-0.49,1,1,2,2
positive,2,0,4,23,0,0,0.33,2,2,1,1
positive,4,0,0,14,0,0,-0.01,4,1,1,1
positive,2,0,0,26,0,0,-1.72,4,3,0,0
objective,0,0,2,23,0,0,-1.12,2,0,0,0
neutral,0,0,0,21,0,0,0.31,3,0,0,0
positive,0,0,0,11,1,0,0.01,1,0,1,1
positive,0,0,6,20,0,0,0.41,2,0,4,4
negative,0,0,1,9,0,0,0.99,1,0,1,1
neutral,1,1,2,22,0,0,-0.34,1,1,2,2
negative,0,0,3,31,0,0,-1.99,0,2,0,0
neutral,0,3,0,11,0,0,-0.95,1,2,1,1
objective,2,0,1,23,0,0,-0.26,1,0,0,0
neutral,0,0,3,24,0,0,-0.76,0,0,1,1
negative,0,2,0,23,0,0,-1.47,2,1,1,1
neutral,0,3,0,27,0,0,-2.13,1,0,2,2
neutral,0,2,4,25,0,0,-1.15,2,0,0,0
neutral,1,1,0,6,0,0,0.25,1,0,1,1
negative,0,0,0,14,0,0,0.23,0,2,0,0
positive,2,0,0,15,1,0,0.30,2,0,1,1
positive,1,0,2,18,0,0,-1.43,1,0,3,3
neutral,0,1,6,26,0,0,-1.64,5,4,2,2
objective,0,0,1,23,0,0,-1.28,0,0,0,0
neutral,0,0,3,25,0,0,-1.30,0,1,0,0
negative,0,0,0,25,0,0,-0.79,1,2,2,2
positive,0,0,5,31,0,0,-4.11,0,0,0,0
negative,0,0,0,14,0,0,-0.09,1,0,0,0
positive,0,0,2,21,0,0,-0.66,3,2,2,2
objective,0,0,4,21,0,0,-1.07,0,0,0,0
objective,0,0,1,24,0,0,-2.03,1,0,1,1
positive,4,1,0,19,0,0,-1.74,0,1,0,0
negative,0,0,0,11,1,0,-0.86,1,1,0,0
positive,0,0,2,15,0,0,0.09,1,0,2,2
objective,0,2,1,16,0,0,1.16,3,2,2,2
positive,0,0,1,10,0,0,0.48,1,0,0,0
neutral,0,0,2,25,0,0,-0.67,1,1,1,1
positive,0,0,0,11,1,0,-1.54,1,0,1,1
positive,3,0,1,26,0,0,-0.17,2,0,1,1
positive,0,0,1,16,0,0,-1.00,0,1,0,0
positive,0,2,3,21,0,0,0.11,1,1,0,0
positive,0,0,2,20,0,0,-1.02,2,0,3,3
positive,0,0,1,29,0,0,-0.97,1,1,1,1
objective,0,0,4,23,0,0,-1.98,0,3,1,1
negative,0,0,6,19,0,0,-1.27,1,0,1,1
positive,1,0,0,19,1,0,-0.41,1,1,1,1
neutral,0,4,1,26,0,0,-0.32,1,2,2,2
positive,0,0,3,24,0,0,-0.89,4,0,3,3
positive,6,0,0,20,0,0,-0.51,1,2,0,0
negative,0,0,3,14,0,0,-0.04,1,0,2,2
neutral,0,0,1,18,0,0,-0.63,0,1,0,0
negative,0,0,4,22,0,0,-0.69,2,3,0,0
objective,0,0,5,25,0,0,-1.33,1,1,0,0
positive,0,0,0,17,0,0,-0.27,0,1,1,1
positive,0,0,2,26,0,0,-2.29,1,1,2,2
objective,0,0,4,21,0,0,-1.00,1,2,0,0
negative,0,0,2,20,0,0,-1.58,0,3,0,0
positive,0,0,4,26,0,0,-0.46,1,1,1,1
negative,0,0,2,10,0,0,0.38,1,2,0,0
positive,0,1,2,22,0,0,0.55,2,1,3,3
positive,0,0,1,14,0,0,-0.45,0,1,1,1
neutral,0,0,0,10,0,0,0.08,1,0,0,0
neutral,0,0,4,20,0,0,-1.49,2,2,0,0
neutral,0,0,1,19,0,0,-2.48,0,2,0,0
objective,0,0,1,30,0,0,-1.59,12,12,1,1
positive,2,1,0,20,1,0,-1.69,3,2,1,1
positive,0,0,0,6,1,0,0.00,1,2,0,0
objective,0,0,3,22,0,0,0.70,2,0,0,0
positive,0,0,0,14,0,0,-1.53,1,1,1,1
negative,2,1,2,24,0,0,-1.18,2,1,0,0
negative,0,0,0,23,0,0,-1.37,1,3,1,1
positive,2,0,0,19,0,0,-0.41,0,0,1,1
neutral,0,1,0,9,0,0,0.00,0,0,0,0
positive,0,1,3,6,0,0,0.36,0,0,0,0
positive,0,1,3,20,0,0,-0.87,0,0,0,0
negative,0,0,0,22,0,0,-1.12,2,1,0,0
neutral,0,0,4,23,0,0,-1.65,1,2,0,0
neutral,0,0,6,20,0,0,-0.03,2,0,1,1
positive,0,0,2,22,0,0,-0.01,1,1,2,2
positive,3,0,0,17,0,0,0.23,1,1,1,1
objective,0,0,2,22,0,0,-2.14,1,4,0,0
objective,0,0,5,26,0,0,-0.67,1,0,1,1
positive,2,1,2,27,0,0,-1.76,2,1,1,1
objective,0,0,3,17,0,0,-1.96,1,1,0,0
